"text","place_lat","place_lon"
"""I was gonna say that booty tho, but I know you're a proper woman."" Some guy actually said this to me today.",41.84325865,-87.7909647
"#Cincinnati, OH #Retail #Job: Health Enthusiast Part-Time at The Vitamin Shoppe http://t.co/C8Q908e40V #Jobs #TweetMyJobs",39.13703785,-84.5398123
"OR RN Travel Nursing Job In Wyoming - Soliant Health: (#Central, WY) http://t.co/XLv9dDBwQ3 #Nursing #RN #Job #Jobs #TweetMyJobs",41.1352835,-104.7870919
"me:I heard tht anna &amp; nick r over  macaulay:(takes straw out of her mouth throws it in her cup) then chants ""YEAASSS"" http://t.co/fFdsZ6k2J8",32.6782075,-83.1738665
"Interesting how Iowa is playing - very similar to how they played against UNC. Will Woody and Gessel have a great games again?.#ISUvsIowa",30.3233457,-97.75472415
"You can go through so much in just a few days that it's not even funny.",37.1530995,-83.7633425
"‚Äú@Mimiiii___: @_jabbarrr look at you.. I love my friends. They just have there own life.‚Äù I love you more ‚ù§Ô∏è",29.982601,-90.011008
"No I didn't mean to do that",41.1179365,-77.604684
"when bri doesn't like pinecones Ì†ΩÌ∏ÇÌ†ΩÌ∏Ç @young_BRIeezy @makdubs http://t.co/Fwm1YnQ6fS",40.1103345,-75.282822
"@Emilyspruiell you already know Ì†ΩÌ∏Ç",35.9824705,-83.9638415
"@theangryshroba ~forever a mysteryÌ†ΩÌ∏è~",43.0091165,-78.7646315
"@WZRDofThatOz how kind :) #fuckwork",37.4057675,-94.6962235
"But a Crosley retro record player with stand would be nice too ‚ò∫Ô∏è",41.1590432,-74.5857824
"@arrjay10 lets play lol",27.7603115,-98.2393285
"‚Äú@WeAllKnowA: We all know a nice girl named Guiseppe‚Äù@AllieMaria98",41.95585855,-71.4167745
"@s_griffiths5 pns lookinÌ†ΩÌ∏çÌ†ΩÌ∏ç http://t.co/dDOm8jgVOV",39.198687,-84.590412
"when you find a fake twitter page of yourself..... Like Ì†ΩÌ∏ê?",42.3136695,-71.0887545
"@alimischael Ponle a VH1",25.8073146,-100.36527335
"‚Äú@bayleexsmith: SO excited for my sister ‚ò∫Ô∏èÌ†ΩÌ≤ï http://t.co/1oqjeq5wsi‚Äù omg I want to get proposed to on the mountains Ì†ΩÌ∏çÌ†ΩÌ∏≠ so cute!!",38.916093,-94.3782315
"people have fuk'd up mixes because everything is so LOUD",30.8560846,-83.30251215
"#Nashville #EricGarner protestors say they will march through downtown again. Where they're going? Unknown. @NC5",36.199979,-86.791549
"too tired for work",38.677235,-84.60046655
"Live for good times",43.1342085,-76.122026
"no matter what your hustle is I support it.  at least you ain't sitting on your ass waiting for hand outs .",42.3527865,-83.099288
"@sorryimsarai thissssssssssssddssssssd",34.0207895,-118.4119065
"@chris_brightnc @jhm8806 Bama is all Cooper. DeAndrew White scares NO ONE.",40.8334535,-74.2426162
"Friends, family hold candlight vigil for 17 yr old Esperanza Contreras..killed in car crash yesterday. #ripespy @FOX4 http://t.co/t8LS5Q1vht",31.1688935,-100.0768885
"You can text me Ì†ΩÌ∏Å",29.5478845,-95.3268995
"MICE- NEC puts one through, Plymouth still leads 3-2 with 6:25 remaining in the 2nd.",44.001227,-71.566171
"Four different strangers told me I was beautiful today. I love NYC",40.0730405,-74.7243235
"One Day...",32.70185,-97.1356375
"‚Äú@barnardt27: ""@YesItsCurtCurt: My ex waiting for someone better than me http://t.co/9HImkGTKqD""‚Äù Ì†ΩÌ∏âÌ†ΩÌ±å",31.1688935,-100.0768885
"Even though my mom and uncle are older they still fight like they're 13",27.698682,-83.804475
"@proballer123 Oh my gotta get up at 530 wrestling match tomorrow good luck kole",42.0569401,-75.807162
"@AC_ovoxo @Laliduhh its cause she always picks up first.",39.087055,-77.1631025
"I'm tryna make the goosebumps on your inner-thighs showÌ†ΩÌ∏è",34.531222,-117.3630675
"Kinda really fucking irritating",40.69793975,-112.09919
"(This was supposed to post on Monday‚Ä¶) Drunk idiot riding a motorcycle (poorly) with no helmet. This will end well.",40.76580515,-111.91702575
"Literally stopped on Monterey Ì†ΩÌ∏íÌ†ΩÌ∏íÌ†ΩÌ∏í",33.7405385,-116.361297
"@melissa_mau5 stahppp it you are quite stunning yourself. &lt;3",33.1501395,-96.8352488
"@Cherish_nAdore What's the matter",37.61057545,-77.5049642
"@Brittanyt303 @Nashgrier  watch Nash Grier's new prank video http://t.co/djH6KWwxhx x191",35.209059,-80.8467855
"@wilmerdon @PunjabiRooh @WhiteMughalsFan @Pupulmimi @MyMussoorie Yes, there was a great discussion on the French, Eng. dynamics in the &gt;",38.81738005,-77.0908695
"#NashNewVideo @Nashgrier it's so funny go watch it!!!!Ì†ΩÌ∏Ç http://t.co/MTZFyBopn1",45.00118,-86.2705535
"Christmas Lights @ Pilot Mountain, NC http://t.co/2m8rid6xBY",36.51262265,-80.6257255
".@Pharrell now singing #GetLucky. #iHeartJingleBall is gonna blow its top when he actually starts singing #Happy.",42.94836055,-87.86529135
"Party @ Grand Hyatt New York http://t.co/jdh3AErnX6",40.780709,-73.9685415
"@alexxxxa_ um no she didn't",29.417501,-98.5406515
"I thought I was gone be broke and hungry this week.",40.0048655,-75.117998
"Big thanks to @MartinBrodeur for paying my brother at Children's Hospital. Welcome to St. Louis! http://t.co/MULQ0lYN5s",38.7796565,-90.702644
"Cleaned my car today Ì†ΩÌ∏Å",29.3800455,-94.9679915
"You're amazing if you didn't know.",32.70185,-97.1356375
"PIZZA HUT: PLZ DELIVER MY PIZZA FASTER. Thank you",41.08253965,-111.96751605
"@whitney_kay13 what did you get overall in the class?",42.312628,-83.265121
"‚Äú@LukeInTheFlesh: This dude whole head above the rim...... Someone explain http://t.co/zeWT85ydRB‚Äù Ol Gerald Ì†ΩÌ∏àÌ†ΩÌ∏àÌ†ΩÌ∏à http://t.co/ZRbE500n5T",32.70185,-97.1356375
"when your favorite song is played in the first five minutes of a movie, you know it's gonna be good",42.3136695,-71.0887545
"As the wise man once said, ""So?""",41.275721,-96.053431
"All I $ee Is Green In Dem Dolla $$$$'¬ß",27.698682,-83.804475
"@Nashgrier WILL YOU PLEASE BE MY 2/12?? 

EVERYONE CHECK HIS FIRST PRANK VIDEO OUT!!!! ‚ù§Ô∏èhttp://t.co/qGJuo948gW
#NashsNewVideo 

Xx69",45.188407,-68.984705
"When you hand @IBeGreat the aux cord http://t.co/4CcKZ3Ec9e",42.2455845,-83.6018025
"I'm stuck after this work out Ì†ΩÌ≤Ä",37.331159,-121.8737305
"Blessed x jesus http://t.co/jB4frwsVuT",28.2993704,-81.4023468
"@sungkyu_kim those are the ones I got! I've neeeever seen all black",32.8198585,-96.7617535
"I haven't been single forever",29.88187985,-90.110051
"Drake-Crew love",29.982601,-90.011008
"@HomesteadWitch @TinaLoves2Tweet @4evamamii I concur. Finally have a moment to sit. Work has been HELL #12DaysofGrilling #giveaway",39.25624875,-81.5417045
"I hope that the people that are working here hurry up Cuz I am bored out of my mind and these 7 or 6 or
Stop streaming",41.83358445,-87.732013
"@SimplyMary__ Ì†ΩÌ∏Ç Give me a haircut next time then.",37.822244,-85.7682405
"Guess what...no one cares...",38.4215315,-121.3820913
"Guess you got better things to do. ‚úåÔ∏è",34.67646,-80.7831002
"@Blackenedruby @FreeInDetroit @plaidearthworm @CreativeCraftsW @2GentsofVerona Back at ya! xoxoxo",34.166235,-106.026119
"@JonHeymanCBS  do you know if the yankees are in on brandon morrow?",27.698682,-83.804475
"If heather doesn't have a pizza in her freezer I might actually pass out",32.6782075,-83.1738665
"The Pittsburg mall is sick as shit",40.37624085,-80.0502625
"Being Christmas as fuck @jacksfilms @2ToesUp http://t.co/tziyKwyFDR",45.53640175,-122.63090815
"REGISTERED NURSE, RPT B - Niagara Health System: (#StCatharines, ON) http://t.co/3KQ2cE33VX #Nursing #hospitaljobs #Job #Jobs",43.3275931,-79.267953
"@daishanovotny @OpenMindedJam ""Man, I just ain't feelin' it.""",41.5007135,-99.6809025
"Really thinking about doing this to my hairÌ†ΩÌ∏çÌ†ΩÌ∏ç http://t.co/u7LoyTpDUD",30.45910005,-91.0907995
"@SpeakerBoehner you made obama so happy he's smiling from ear to ear you lome him don't you? But you screwed the country but why would you c",38.4475385,-121.8340105
"I love spending Friday nights alone Ì†ΩÌ∏ë",38.805335,-121.2506635
"""@Louis1DUpdates: Harry is me in this situation. Liam is eating a picture of Louis' head... http://t.co/3J1eKMVsSz"" STJOP",29.8384948,-95.4464865
"@mark_azevedo got nothing. assumed it was a rite of passage.",42.1591545,-71.734815
"Ain't worried bout karma",37.090301,-76.5078085
"That moment when the great idea mid afternoon becomes a ""nah, I'm too tired""  :)",42.9701865,-88.1281809
"no more wine 4 me  :--( http://t.co/bqJFedvyiO",28.0858635,-82.7468508
"@RyannMinajj is really really hot... Holy shit..",37.6443595,-91.5397887
"@xbrewerxx it sucks so bad lol",31.0793065,-97.75384
"@ltzanders I have no control over the laptop. Tomas has taken full power and so much youtubeness is happening",34.4156545,-118.5032588
"oops!! http://t.co/ZWIVx5BDMO",26.1031992,-80.4017017
"#Nets #76ers #Basketball #NBA #Brooklyn #NewYork #NYC @ Barclays Center http://t.co/S1JbPwMnlu",40.655138,-73.9487755
"The Nutcracker Christmas Eve Party scene! @ City of Jackson Carl Perkins Civic Center http://t.co/hQXMZsmQ2j",35.644325,-88.838595
"Head pounding",34.1928142,-82.15415715
"Never that serious",42.9944585,-83.7256099
"Are you in need for custom invitations for your upcoming event? Check out https://t.co/bw0lObww7U",31.1688935,-100.0768885
"@_mvrquis what's the truth then?",40.0048655,-75.117998
"At 160 ‚Äì Steven Castellanos (Brentwood) vs. Donny Wetherbee (Sachem North) #msgv_live",40.7810525,-73.252297
"The MENTOR Network Clinical Coordinator (#Philadelphia, PA) http://t.co/qlpSgah1zr #Job #Jobs #TweetMyJobs",40.0048655,-75.117998
"@djsmuzz 

Weed allowed my sister to have that day - which means God allowed it.

Not a consequence free plant - just an amazing plant.",39.7795625,-86.1429225
"coming to the realization that i literally do nothing with my life these days",40.72617,-73.18426
"Look at my baby she ain't got no rhythm but she doing it @ Branch Brook Skating Rink http://t.co/FhN8nO37ru",40.734494,-74.184848
"Been stuck in traffic for an hour now and I'm not even half way home. #HappyFriday",32.863917,-96.961483
"Know ain doin' shit this weekend.",33.956736,-83.39977925
"@alexsteacy crazy",48.4267306,-123.35837
"‚ÜòÔ∏èWHA I see:(Likes&amp;Comments)
Ì†ΩÌ±áÌ†ΩÌ±áÌ†ΩÌ±áÌ†ΩÌ±áÌ†ΩÌ±áÌ†ΩÌ±áÌ†ΩÌ±áÌ†ΩÌ±áÌ†ΩÌ±á
WHA YALL see: Is(HOES) smhÌ†ºÌ∂ó @ Ì†ΩÌ¥ùRisingMaleModelÌ†ΩÌ¥úÌ†ºÌ∂ó http://t.co/Mf7SDhQcoy",33.76721745,-84.433106
"Ion want this girl to ever leave",29.8384948,-95.4464865
"Merry Xmas from ur local self-hating narcissists http://t.co/MIEguWncx6",40.780709,-73.9685415
"Wichita drivers drive stupid as fuck around the holidays!!!!",37.6838965,-97.3439065
"@kaylamiichellle I hope not its cutting boxes",37.72334995,-121.436217
"‚Äú@PupsPorn: Cutest pic ever! ^ http://t.co/5gxdhYV7iH‚Äù omg Ì†ΩÌ∏ç",40.60378885,-80.2205839
"Drinking a Grand Cru (2014) by @bjsrestaurants at @bjsrestaurants ‚Äî http://t.co/U8C5HpQAwq #photo",27.698682,-83.804475
"@danielmoriarity That's a lot of baking! #chefmoriarity",39.4386783,-86.415898
"super excited for round 9Ì†ΩÌ∏çÌ†ΩÌ≤ó http://t.co/n6BvAcsZS5",37.813777,-121.959531
"Santa, Snowflake, New Years.. Which is your favorite iCatch wine sticker? #READY2DRINK #iCatch #Wine #Christmas http://t.co/XVK3az8lKT",32.8100122,-117.10498915
"Obviously I need to put a lock on my door since SOMEONE doesn't listen to me &amp; can't stay out of my closet! Ì†ΩÌ∏°Ì†ΩÌ±ä",34.49262685,-117.1954849
"My co worker knows 0 English he said he'll give 20$ for bobby shmuder every week to teach him English lol thats g shit",33.06124745,-96.7349005
"@treyunderwood20 nigga its a song!",37.822244,-85.7682405
